"Time Stamp",WR_COMBINED,WR_COMBINED_AVC,"WR_SOLAR ","WR_SOLAR _AVC","WR_WIND ","WR_WIND _AVC",WR-ISTS_COMBINED,WR-ISTS_COMBINED_AVC,"WR-ISTS_SOLAR ","WR-ISTS_SOLAR _AVC","WR-ISTS_WIND ","WR-ISTS_WIND _AVC","Madhya Pradesh_SOLAR ","Madhya Pradesh_SOLAR _AVC","Madhya Pradesh_WIND ","Madhya Pradesh_WIND _AVC","Maharastra_SOLAR ","Maharastra_SOLAR _AVC","Maharastra_WIND ","Maharastra_WIND _AVC","Gujarat_SOLAR ","Gujarat_SOLAR _AVC","Gujarat_WIND ","Gujarat_WIND _AVC",OKWPL_RE-WIND_WIND,OKWPL_RE-WIND_WIND_AVC,Acme_RUMS-SOLAR_SOLAR,Acme_RUMS-SOLAR_SOLAR_AVC,Arinsun_RUMS-SOLAR_SOLAR,Arinsun_RUMS-SOLAR_SOLAR_AVC,Mahindra_RUMS-SOLAR_SOLAR,Mahindra_RUMS-SOLAR_SOLAR_AVC,RPL_SECI-II_RE-WIND_WIND,RPL_SECI-II_RE-WIND_WIND_AVC,GIWEL_SECI-II_RE-WIND_WIND,GIWEL_SECI-II_RE-WIND_WIND_AVC,IWISL-WIND_WIND,IWISL-WIND_WIND_AVC,GIWEL_SECI-III_RE-WIND_WIND,GIWEL_SECI-III_RE-WIND_WIND_AVC,AGEMPL-WIND_WIND,AGEMPL-WIND_WIND_AVC
10:15,6582.590000000001,20687.3,2620.1000000000004,5857,3962.4900000000002,14829.3,649.86,2037.3,470.8,750,179.06,1287.3,904.01,1510,1749.82,2414,436.57,1355,1445.15,4895,808.72,2243,588.46,6233,26.023146449,250.00,168.396732497,250.00,135.160548118,250.00,182.04772509200004,250.00,14.252008317000001,184.50,22.241017182,250.00,8.492141015000001,200.00,21.874500494,300.30,12.729104570999999,176.00
10:30,6771.660000000001,20687.3,2790.59,5857,3981.0699999999997,14829.3,661.85,2037.3,487.01,750,174.84,1287.3,999.55,1510,1777.8,2414,459.9,1355,1459.31,4895,844.13,2243,569.12,6233,23.833084550000002,250.00,174.532249402,250.00,141.03349157899999,250.00,185.52617199899998,250.00,13.5505431835,184.50,19.97083421,250.00,7.787553428999999,200.00,18.664964023,300.30,12.180258656,176.00
10:45,6906.750000000001,20687.3,2925.5099999999998,5857,3981.24,14829.3,669.4300000000001,2037.3,499.54,750,169.89,1287.3,1065.81,1510,1804.36,2414,482.02,1355,1457.66,4895,878.14,2243,549.33,6233,22.17133088,250.00,180.161449748,250.00,145.45961605600002,250.00,187.0791155,250.00,13.0216067245,184.50,18.198506534,250.00,6.87403698,200.00,16.413652807000002,300.30,10.872984361,176.00
11:00,7038,20687.3,3029.76,5857,4008.2400000000002,14829.3,672.16,2037.3,507.69,750,164.47,1287.3,1114.46,1510,1848.21,2414,498.74,1355,1454.22,4895,908.87,2243,541.34,6233,20.739563143,250.00,185.736776358,250.00,147.166315905,250.00,188.509131868,250.00,12.735378683,184.50,16.352309946,250.00,6.162037786,200.00,14.923912231,300.30,10.44033513,176.00
11:15,7134.53,20687.3,3097.9,5857,4036.63,14829.3,670.8,2037.3,511.19,750,159.61,1287.3,1132.03,1510,1887.25,2414,525.25,1355,1451.15,4895,929.43,2243,538.62,6233,19.9528041,250.00,188.11446598,250.00,147.864803312,250.00,189.60438177,250.00,12.5565238915,184.50,15.132499414,250.00,5.672604066,200.00,13.210698007,300.30,9.890005522,176.00
11:30,7210.53,20687.3,3169.04,5857,4041.4900000000002,14829.3,656.89,2037.3,501.66,750,155.23,1287.3,1149.67,1510,1898.41,2414,562.89,1355,1449.51,4895,954.82,2243,538.34,6233,17.905924408,250.00,187.95733067999998,250.00,146.92195516,250.00,189.08677148700002,250.00,11.724574883,184.50,13.219828128,250.00,5.307658419,200.00,12.463390013,300.30,9.406872882999998,176.00
11:45,7303.769999999999,20687.3,3229.2999999999997,5857,4074.47,14829.3,642.27,2037.3,491.62,750,150.65,1287.3,1161.28,1510,1919.1,2414,598.09,1355,1480.02,4895,978.31,2243,524.7,6233,16.90288794,250.00,187.27457056,250.00,146.33650857,250.00,188.23395950800003,250.00,10.7980192125,184.50,12.801277332999998,250.00,5.062670205,200.00,11.686665492,300.30,8.936398414,176.00
12:00,7415.14,20687.3,3255.75,5857,4159.39,14829.3,638.11,2037.3,491.83,750,146.28,1287.3,1145.63,1510,1970.64,2414,616.07,1355,1513.22,4895,1002.22,2243,529.25,6233,16.319661498000002,250.00,187.32975814,250.00,146.712719306,250.00,188.274084514,250.00,10.489862961500002,184.50,12.334544832999999,250.00,4.909119908,200.00,11.834688065000002,300.30,8.699918029,176.00
12:15,7475.15,20687.3,3264.5499999999997,5857,4210.599999999999,14829.3,616.27,2037.3,473.93,750,142.34,1287.3,1149.03,1510,2008.7,2414,616.78,1355,1545.46,4895,1024.81,2243,514.1,6233,15.799633832000001,250.00,187.0648339,250.00,146.7474985,250.00,187.986099192,250.00,10.3193396335,184.50,12.0380714,250.00,4.7539101089999996,200.00,13.015586778,300.30,8.526811898,176.00
12:30,7519.7300000000005,20687.3,3236.2599999999998,5857,4283.47,14829.3,589.13,2037.3,446.2,750,142.93,1287.3,1133.78,1510,2049.75,2414,624.15,1355,1575.95,4895,1032.13,2243,514.84,6233,15.013350615,250.00,162.86683530599998,250.00,138.977064384,250.00,167.98673165,250.00,10.244522821499999,184.50,11.932258439000002,250.00,4.782238311,200.00,14.081069733,300.30,8.577386547,176.00
